STRUCTURE;STRUCTURE_ID;ACTION;FREQ;REF_AREA;INDICATOR;SEX;AGE;URBANISATION;UNIT_MEASURE;COMP_BREAKDOWN_1;COMP_BREAKDOWN_2;COMP_BREAKDOWN_3;TIME_PERIOD;OBS_VALUE;AGG_METHOD;UNIT_TYPE;DECIMALS;DATABASE_ID;TIME_FORMAT;UNIT_MULT;OBS_STATUS;OBS_CONF;FREQ_LABEL;REF_AREA_LABEL;INDICATOR_LABEL;SEX_LABEL;AGE_LABEL;URBANISATION_LABEL;UNIT_MEASURE_LABEL;COMP_BREAKDOWN_1_LABEL;COMP_BREAKDOWN_2_LABEL;COMP_BREAKDOWN_3_LABEL;AGG_METHOD_LABEL;UNIT_TYPE_LABEL;DECIMALS_LABEL;DATABASE_ID_LABEL;TIME_FORMAT_LABEL;UNIT_MULT_LABEL;OBS_STATUS_LABEL;OBS_CONF_LABEL
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IBD;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2021;2909134357381760000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IBRD only;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IBT;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2021;35223178958898700000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA & IBRD total;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IDB;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2021;3354956897620650000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA blend;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IDX;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2021;27765640385050700000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA only;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IDA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2021;61325242637204300000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA total;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LTE;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2021;17520256020226600000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Late-demographic dividend;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LCN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2021;375275577195489000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IDB;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;1559838131982560000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA blend;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IDX;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;1642101677632690000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA only;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;IDA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;3201691373381030000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;IDA total;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LTE;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;795460202634481000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Late-demographic dividend;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LCN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;2538958852538300000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LAC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;1906080733804930000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean (excluding high income);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;TLA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;2512921274687840000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Latin America & Caribbean (IDA & IBRD);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LDC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;1408140353289970000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Least developed countries: UN classification;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LMY;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;153129782225075000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Low & middle income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LIC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;7771126862992810000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Low income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LMC;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;526526312684731000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Lower middle income;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MEA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;1550365804523550000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle East, North Africa, Afghanistan & Pakistan;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MNA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;1352802886034310000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Middle East, North Africa, Afghanistan & Pakistan (excluding high income);Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LSO;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;86526086997046300000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Lesotho;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LBR;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;1124913000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Liberia;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LBY;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;11997757367423900000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Libya;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LTU;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;1569622420605880000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Lithuania;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;LUX;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;181110299177343000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Luxembourg;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MDG;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;2901425610033220000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Madagascar;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MWI;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;19306662702894200000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Malawi;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MYS;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;230086458165022000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Malaysia;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MDV;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;1561903699591810000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Maldives;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;MLI;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2008;2735779405790050000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Mali;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BRB;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;5.66E7;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Barbados;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BLR;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;2048086804366140000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Belarus;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BEL;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;37767362136679600000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Belgium;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BLZ;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;144862300000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Belize;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BEN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;16417122776382600000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Benin;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BMU;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;378580000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Bermuda;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BTN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;142499617192134000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Bhutan;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BOL;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;1168832900705640000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Bolivia;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BIH;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;871786114019110000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Bosnia and Herzegovina;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BWA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;2024016279912200000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Botswana;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BRA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;37917325438334700000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Brazil;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;BRN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2004;100887040091632000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Brunei Darussalam;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;CPV;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;1005392828312260000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Cabo Verde;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;KHM;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;2579137564491990000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Cambodia;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;CMR;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;37944299469516200000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Cameroon;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;CAN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;23312540731775400000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Canada;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;CYM;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;111653682082591000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Cayman Islands;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;TCD;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;31891444319432500000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Chad;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;CHL;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;6124418276416660000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Chile;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;CHN;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;363772471597884000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;China;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;COL;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;143011085226936000000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Colombia;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;COM;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;230400260225154000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Comoros;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;COD;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2007;33562062450725600000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;Congo, Dem. Rep.;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;ARE;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;2465622872702510000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;United Arab Emirates;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;GBR;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;16992419503355900000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;United Kingdom;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
datastructure;WB.DATA360:DS_DATA360(1.3);I;A;USA;WB_WDI_NV_AGR_TOTL_CD;_T;_T;_T;USD;_Z;_Z;_Z;2012;18681172100000000000;_Z;CUR;2;WB_WDI;P1Y;0;A;PU;Annual;United States;Agriculture, forestry, and fishing, value added (current US$);Total;All age ranges or no breakdown by age;Total;US dollars;Not Applicable;Not Applicable;Not Applicable;Not Applicable;Currency;Two;World Development Indicators (WDI);Annual;Units;Normal value;Public
